230	1.52474	3.623835
232	1.643554	3.495514
234	1.69363	3.436738
236	1.700266	3.425202
238	1.689546	3.438651
240	1.682086	3.451755
242	1.679156	3.460002
244	1.683106	3.510112
246	1.68258	3.563507
248	1.684318	3.620427
250	1.694919	3.680298
252	1.711586	3.746092
254	1.735745	3.822044
256	1.747415	3.907512
258	1.778247	3.996065
260	1.805762	4.095017
262	1.847403	4.20295
264	1.90089	4.314125
266	1.966788	4.443078
268	2.043711	4.581435
270	2.154056	4.724329
272	2.296793	4.868192
274	2.466137	4.997114
276	2.651593	5.112203
278	2.871046	5.206655
280	3.099788	5.274563
282	3.330338	5.320352
284	3.60146	5.353638
286	3.895566	5.351128
288	4.203012	5.281437
290	4.490594	5.127031
292	4.729249	4.913552
294	4.887653	4.681839
296	4.98159	4.464229
298	5.033178	4.266419
300	5.06448	4.093587
302	5.078412	3.945227
304	5.079936	3.821289
306	5.077194	3.713977
308	5.073672	3.621002
310	5.076739	3.539562
312	5.074158	3.468227
314	5.080665	3.406529
316	5.087031	3.351553
318	5.091307	3.304618
320	5.106307	3.257218
322	5.112141	3.219397
324	5.123553	3.180842
326	5.14194	3.143407
328	5.165942	3.109269
330	5.183555	3.076779
332	5.198738	3.046669
334	5.225777	3.015945
336	5.250291	2.992126
338	5.274298	2.968669
340	5.301243	2.947376
342	5.333894	2.931836
344	5.365488	2.919171
346	5.401497	2.910261
348	5.444793	2.904168
350	5.497814	2.904005
352	5.562315	2.908919
354	5.644081	2.918769
356	5.752216	2.924598
358	5.885999	2.92787
360	6.054917	2.903086
362	6.253661	2.82993
364	6.462765	2.700959
366	6.651894	2.511858
368	6.797713	2.267351
370	6.884267	1.991018
372	6.908372	1.701323
374	6.8659	1.431818
376	6.770719	1.191758
378	6.651631	.998273
380	6.5202	.845807
382	6.379892	.719429
384	6.259579	.628192
386	6.151734	.556487
388	6.049011	.497803
390	5.952566	.447766
392	5.864153	.406872
394	5.787899	.372812
396	5.710871	.341727
398	5.637747	.315263
400	5.572279	.291767
402	5.509209	.271161
404	5.449704	.254336
406	5.395342	.239069
408	5.341262	.224358
410	5.29125	.212016
412	5.244595	.200154
414	5.201213	.18973
416	5.158926	.180348
418	5.117064	.171274
420	5.08015	.163005
422	5.044519	.156314
424	5.008751	.149136
426	4.976461	.143175
428	4.944397	.137113
430	4.915719	.131372
432	4.887444	.12617
434	4.860158	.121579
436	4.83602	.117086
438	4.810354	.113655
440	4.785422	.108632
442	4.761088	.105652
444	4.737557	.10179
446	4.713535	.09847
448	4.690823	.095214
450	4.668692	.091198
452	4.64783	.088559
454	4.627556	.085867
456	4.607913	.083377
458	4.588824	.081056
460	4.57017	.07889
462	4.551804	.076875
464	4.534009	.074835
466	4.517099	.072424
468	4.500906	.06989
470	4.485168	.067642
472	4.469703	.066037
474	4.454513	.064615
476	4.439414	.06307
478	4.424532	.061459
480	4.410096	.05991
482	4.396318	.058495
484	4.38282	.057113
486	4.369113	.055676
488	4.355542	.054226
490	4.342686	.052836
492	4.331053	.051562
494	4.319961	.050352
496	4.309062	.049181
498	4.298246	.048057
500	4.287354	.047007
502	4.276139	.04606
504	4.265127	.0451
506	4.254852	.043947
508	4.245113	.042722
510	4.235581	.041623
512	4.226032	.040825
514	4.216541	.04011
516	4.206972	.039346
518	4.197457	.038545
520	4.1882	.037733
522	4.179378	.036909
524	4.170822	.036123
526	4.162436	.035451
528	4.154256	.034856
530	4.146404	.034291
532	4.139019	.033729
534	4.131583	.033106
536	4.123291	.032229
538	4.114692	.031271
540	4.106707	.030519
542	4.100134	.030235
544	4.093941	.030055
546	4.087451	.029734
548	4.08076	.029294
550	4.074083	.028796
552	4.067522	.028253
554	4.060969	.027677
556	4.054329	.027086
558	4.047673	.026485
560	4.041083	.025857
562	4.034606	.025175
564	4.028394	.024624
566	4.022831	.024527
568	4.017609	.024652
570	4.012235	.024615
572	4.006277	.02408
574	4.000216	.023473
576	3.99426	.023103
578	3.988476	.022878
580	3.982928	.022614
582	3.977722	.022171
584	3.972751	.021788
586	3.96801	.021751
588	3.963423	.02187
590	3.95888	.021831
592	3.95428	.021371
594	3.94968	.020786
596	3.945071	.020189
598	3.940468	.019649
600	3.935887	.019257
602	3.931345	.019128
604	3.926842	.019099
606	3.922394	.019109
608	3.917994	.019088
610	3.913623	.01893
612	3.909267	.018511
614	3.904972	.018038
616	3.900745	.017681
618	3.896644	.017405
620	3.892764	.017145
622	3.889205	.01687
624	3.885801	.016587
626	3.882427	.016243
628	3.8791	.015906
630	3.875904	.015697
632	3.872926	.01574
634	3.869798	.015797
636	3.866002	.015629
638	3.861829	.015332
640	3.85774	.015079
642	3.854083	.015003
644	3.850673	.014931
646	3.847639	.014716
648	3.844795	.014424
650	3.841835	.014167
652	3.838462	.014031
654	3.835151	.013928
656	3.832441	.013838
658	3.829991	.013726
660	3.827192	.013536
662	3.823494	.013192
664	3.819831	.012876
666	3.817198	.012823
668	3.815062	.012892
670	3.812486	.012822
672	3.808671	.012379
674	3.804801	.011982
676	3.801831	.012102
678	3.799471	.012474
680	3.797202	.012642
682	3.794689	.012224
684	3.792159	.011733
686	3.789671	.011601
688	3.787198	.011639
690	3.784695	.011485
692	3.782136	.010833
694	3.779506	.010233
696	3.776661	.010221
698	3.773779	.010577
700	3.771168	.010936
702	3.76913	.011048
704	3.767129	.011032
706	3.764552	.010828
708	3.761756	.010499
710	3.759381	.010121
712	3.75799	.009748
714	3.756651	.00946
716	3.754559	.009433
718	3.751962	.00957
720	3.749305	.00969
722	3.74687	.009639
724	3.744499	.009663
726	3.74205	.010165
728	3.739747	.010772
730	3.73801	.010828
732	3.737282	.009706
734	3.736578	.008504
736	3.734933	.008223
738	3.732651	.008518
740	3.730274	.00879
742	3.728162	.008631
744	3.726043	.008319
746	3.723621	.007773
748	3.721251	.007203
750	3.719589	.006945
752	3.71931	.007338
754	3.718999	.007854
756	3.717312	.008137
758	3.71466	.008189
760	3.711678	.008044
762	3.708672	.007666
764	3.70618	.007166
766	3.705558	.006501
768	3.705832	.005886
770	3.705388	.005681
772	3.702825	.006272
774	3.699871	.006936
776	3.69763	.007044
778	3.695926	.006748
780	3.694398	.006295
782	3.692906	.005791
784	3.691379	.005447
786	3.689545	.005619
788	3.687587	.006188
790	3.685773	.00703
792	3.684309	.008144
794	3.68317	.008902
796	3.682779	.008316
798	3.682615	.00691
800	3.681818	.005483
802	3.67956	.004614
804	3.677101	.004209
806	3.675498	.004807
808	3.674399	.005936
810	3.67314	.006881
812	3.671235	.00704
814	3.669333	.006828
816	3.667993	.006147
818	3.66696	.005285
820	3.665732	.004675
822	3.663865	.00474
824	3.662265	.005005
826	3.662201	.005255
828	3.662755	.005433
830	3.662286	.005481
832	3.65927	.0053
834	3.656372	.005005
836	3.654757	.004635
838	3.655589	.004227
840	3.660034	.003821
